engine.cpp( 83:16 ): Rotation: pitch: 0, yaw: -0, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.039618835, yaw: 0.7412713, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.043809272, yaw: 0.6921036, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.038515806, yaw: 0.6455768, roll: -1.1659708e-09
engine.cpp( 83:16 ): Rotation: pitch: 0.023971524, yaw: 0.6025033, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.014937756, yaw: 0.5176866, roll: 5.3587956e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.04448193, yaw: 0.4870276, roll: 1.0538569e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.075488456, yaw: 0.46915, roll: -2.0882776e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.104274325, yaw: 0.46384, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13746822, yaw: 0.47081354, roll: 2.0900426e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.16012107, yaw: 0.4850763, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.18238518, yaw: 0.51095843, roll: 4.270769e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.19776705, yaw: 0.5464765, roll: -8.720648e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.20335267, yaw: 0.5878103, roll: -4.476668e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.19887905, yaw: 0.6372994, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.18381639, yaw: 0.6902977, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.16127016, yaw: 0.7372256, roll: -5.0318874e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.13342845, yaw: 0.7734196, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1093719, yaw: 0.7893642, roll: -5.2893747e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.08603357, yaw: 0.7924571, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05993311, yaw: 0.78523785, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.03582991, yaw: 0.77056634, roll: -2.595962e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.01327309, yaw: 0.7471842, roll: -6.3475736e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.007735563, yaw: 0.7126131, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.020346848, yaw: 0.6798775, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.042150192, yaw: 0.6013854, roll: 1.1294885e-09
engine.cpp( 83:16 ): Rotation: pitch: 0.043226667, yaw: 0.5688222, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.03681329, yaw: 0.53285146, roll: -1.0812208e-09
engine.cpp( 83:16 ): Rotation: pitch: 0.022650097, yaw: 0.4996225, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.003308229, yaw: 0.46361578, roll: 6.50771e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.036282703, yaw: 0.434833, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.070821516, yaw: 0.4156138, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.11083387, yaw: 0.40554267, roll: 2.0270634e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.15192138, yaw: 0.40609422, roll: 2.027544e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.19243543, yaw: 0.4194138, roll: 4.07881e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.2655873, yaw: 0.4554673, roll: -4.1481734e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.29365858, yaw: 0.4923453, roll: -8.454784e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.33607718, yaw: 0.58608514, roll: -8.943068e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.33523965, yaw: 0.60813797, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.3209848, yaw: 0.6609647, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.29783785, yaw: 0.7083354, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2653431, yaw: 0.7547191, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.22643116, yaw: 0.79363096, roll: -1.0624541e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.18267122, yaw: 0.82010996, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1427498, yaw: 0.8270892, roll: -5.502475e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.10821165, yaw: 0.81650484, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.07179256, yaw: 0.79125077, roll: -2.6497313e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.044973914, yaw: 0.76303524, roll: 2.577194e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.018116562, yaw: 0.72079104, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0036734608, yaw: 0.6828779, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0038797923, yaw: 0.63587964, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0024840084, yaw: 0.5912146, roll: -7.010738e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.008093437, yaw: 0.5553071, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.028222919, yaw: 0.5199444, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.051637355, yaw: 0.49572256, roll: 1.0587721e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.11126369, yaw: 0.44959655, roll: -2.0681752e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14635788, yaw: 0.44149792, roll: -2.0601911e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.17977282, yaw: 0.44338423, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.21611807, yaw: 0.45820197, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.24156487, yaw: 0.479022, roll: 4.1977652e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.29106626, yaw: 0.53224933, roll: -8.646697e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.35846403, yaw: 0.6306282, roll: 9.22493e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.36432257, yaw: 0.678334, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.36162734, yaw: 0.72334576, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.34875762, yaw: 0.7765032, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.32910743, yaw: 0.8254975, roll: 2.1971914e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.3051433, yaw: 0.86757404, roll: 1.15212995e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.2819777, yaw: 0.8974381, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.25760448, yaw: 0.9174784, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.23718305, yaw: 0.9225138, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.21725222, yaw: 0.913102, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.20002604, yaw: 0.89402074, roll: 1.1896514e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.18007222, yaw: 0.86085415, roll: -1.1430956e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.16317981, yaw: 0.8241199, roll: -5.484795e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.15120265, yaw: 0.78739, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14260097, yaw: 0.7418841, roll: 5.0533195e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14102872, yaw: 0.70257854, roll: 4.8812843e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14550072, yaw: 0.6626104, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.15517753, yaw: 0.63227224, roll: -4.618013e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.17041595, yaw: 0.60887027, roll: 4.5414055e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1887995, yaw: 0.59466493, roll: 4.4973163e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.21437018, yaw: 0.58497494, roll: -4.468243e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.2420789, yaw: 0.5807766, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.27139091, yaw: 0.5810558, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.30185914, yaw: 0.59028006, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.32433367, yaw: 0.6083152, roll: 9.079296e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.33999646, yaw: 0.6356587, roll: -9.25905e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.34612957, yaw: 0.66716075, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.34249347, yaw: 0.70184374, roll: -9.756497e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.32946202, yaw: 0.73234284, roll: -1.0019474e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.3100959, yaw: 0.75580025, roll: -1.0238212e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.28739405, yaw: 0.7726264, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.25613394, yaw: 0.7837907, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.22454803, yaw: 0.7826726, roll: 1.0508111e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.19587418, yaw: 0.7732074, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.15920225, yaw: 0.75221205, roll: -5.1018856e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.12692903, yaw: 0.7269547, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.09621448, yaw: 0.6967987, roll: 4.8575926e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.065743595, yaw: 0.6621346, roll: 2.3617204e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.040353205, yaw: 0.6294898, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.020464538, yaw: 0.60122705, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.005135881, yaw: 0.57753724, roll: -1.3895197e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.009387072, yaw: 0.5526806, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.015626553, yaw: 0.54101557, roll: -5.4324406e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.020488515, yaw: 0.52940094, roll: 5.395157e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.021832295, yaw: 0.52295065, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.022111127, yaw: 0.51904714, roll: 5.3629556e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.02183213, yaw: 0.5176521, roll: 5.3586907e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.021045117, yaw: 0.5173898, roll: 5.35789e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.019923195, yaw: 0.5173898, roll: -5.357889e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.018556844, yaw: 0.51738983, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.016888943, yaw: 0.5173898, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.015276677, yaw: 0.5173898, roll: 2.6789448e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.013602521, yaw: 0.5173898, roll: -2.6789448e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.011420776, yaw: 0.5173898, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.008640713, yaw: 0.5173898, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0052274503, yaw: 0.51791495, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0021570914, yaw: 0.5187522, roll: 6.702566e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.00020120807, yaw: 0.5192763, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0026443934, yaw: 0.52009064, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0042624497, yaw: 0.52063006, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.005339751, yaw: 0.5208994, roll: -1.3421615e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.52117807, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0058971844, yaw: 0.5214357, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.006161842, yaw: 0.521965, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0067053237, yaw: 0.523052, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.007240323, yaw: 0.524122, roll: 1.3446547e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0075184554, yaw: 0.52495635, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0077927117, yaw: 0.52577925, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0077927113, yaw: 0.52605116, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008072293, yaw: 0.5266103, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008347087, yaw: 0.5268851, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008347087, yaw: 0.5277126, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008868249, yaw: 0.52849436, roll: -2.6961494e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.009664025, yaw: 0.53008586, roll: 2.6986607e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.010203851, yaw: 0.5308957, roll: 2.6999428e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.011042658, yaw: 0.53229356, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.011829762, yaw: 0.5338679, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.013137486, yaw: 0.53569865, roll: 2.7076097e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0144456, yaw: 0.53779155, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.015800841, yaw: 0.54023105, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.017085088, yaw: 0.5422858, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.01839824, yaw: 0.54491216, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.019788612, yaw: 0.5474149, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.021125806, yaw: 0.55008924, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.022802195, yaw: 0.5531627, roll: -5.472785e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.024475278, yaw: 0.5570665, roll: 5.4860505e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.02587196, yaw: 0.5604185, roll: 5.4975596e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0272163, yaw: 0.563645, roll: 5.508742e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.028792007, yaw: 0.5662711, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.030469833, yaw: 0.56934714, roll: 1.1057515e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.032142736, yaw: 0.5718565, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.033715528, yaw: 0.57395345, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0356416, yaw: 0.5761547, roll: 1.1106163e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.038152702, yaw: 0.57866585, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.040504128, yaw: 0.580756, roll: 1.113958e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.0441464, yaw: 0.5841181, roll: -1.1164278e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.04878068, yaw: 0.5879346, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.052970283, yaw: 0.591007, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.062462077, yaw: 0.5974279, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.06733834, yaw: 0.6004077, roll: -2.257464e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.07393201, yaw: 0.6039794, roll: -2.2630127e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.080063805, yaw: 0.6070453, roll: -2.2678204e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.08583318, yaw: 0.60993, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.09225639, yaw: 0.6128739, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.09923849, yaw: 0.6159461, roll: 2.2820177e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.10530805, yaw: 0.61858505, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.11257762, yaw: 0.6218159, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.12095987, yaw: 0.6254482, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.12765075, yaw: 0.62795734, roll: 4.6035042e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1352016, yaw: 0.63019466, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14149223, yaw: 0.6320293, roll: 4.6171924e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14985995, yaw: 0.6345396, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.15684803, yaw: 0.63677585, roll: 4.6333475e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1644482, yaw: 0.6389472, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.17282069, yaw: 0.641459, roll: -4.649502e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.18004434, yaw: 0.6434039, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.18787165, yaw: 0.6453607, roll: -4.6631246e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.19464475, yaw: 0.6467154, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2013469, yaw: 0.6483909, roll: -4.6738093e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.20688722, yaw: 0.6491823, roll: 4.676615e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.21414937, yaw: 0.64974105, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.22190422, yaw: 0.64974105, roll: 9.357198e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.22971189, yaw: 0.64806795, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.23894559, yaw: 0.64331114, roll: 9.311901e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.24835643, yaw: 0.63497585, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.26032594, yaw: 0.61865383, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2726313, yaw: 0.5965601, roll: 9.006195e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.28323996, yaw: 0.5731094, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.29121268, yaw: 0.55029094, roll: 8.740992e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.29617918, yaw: 0.53068656, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.29830948, yaw: 0.5101822, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.29830945, yaw: 0.48870325, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.29691347, yaw: 0.47027645, roll: 8.357889e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.2929389, yaw: 0.4511984, roll: 8.279111e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.28576475, yaw: 0.42995197, roll: -4.0982933e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.2763328, yaw: 0.40873003, roll: -4.0597032e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.2651835, yaw: 0.38838255, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.25462532, yaw: 0.37254542, roll: 3.9996504e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.23871829, yaw: 0.35301042, roll: 3.9701016e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.2229895, yaw: 0.3380681, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.20428565, yaw: 0.32299334, roll: -3.928432e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1858604, yaw: 0.31182653, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.16826387, yaw: 0.3042851, roll: -1.9523327e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.15320644, yaw: 0.29935253, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13945131, yaw: 0.2955011, roll: -1.9470368e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.12532379, yaw: 0.29310206, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.113322005, yaw: 0.29254386, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.10225026, yaw: 0.293651, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.09379399, yaw: 0.29655784, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.08408948, yaw: 0.30194926, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.07628473, yaw: 0.30808154, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.068119094, yaw: 0.316774, roll: 9.800865e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.05973902, yaw: 0.3268301, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05101871, yaw: 0.3392499, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.041244682, yaw: 0.35432982, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.031462777, yaw: 0.37109882, roll: 4.996744e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.02253721, yaw: 0.38895002, roll: -5.0325016e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.014741838, yaw: 0.4056543, roll: -2.5339508e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.008307663, yaw: 0.42327836, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0043062437, yaw: 0.43955082, roll: -6.4321916e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0016908151, yaw: 0.4557665, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0008515807, yaw: 0.47143218, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.001635696, yaw: 0.48998958, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0035893533, yaw: 0.5014325, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0075535974, yaw: 0.51491094, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.013281546, yaw: 0.5276687, roll: 2.6948513e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.020780275, yaw: 0.5387778, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.02864228, yaw: 0.5485376, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.038136996, yaw: 0.5583116, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.048724197, yaw: 0.56699854, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.06073506, yaw: 0.57426095, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.07214677, yaw: 0.5784359, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.08214308, yaw: 0.5795166, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.106443055, yaw: 0.5795166, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.11987016, yaw: 0.5744815, roll: -4.4376476e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.13141729, yaw: 0.567768, roll: 4.418545e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14619705, yaw: 0.5549403, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.15583432, yaw: 0.54289377, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.16469966, yaw: 0.527249, roll: 4.3107082e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1713585, yaw: 0.506995, roll: 4.2613344e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.17269394, yaw: 0.49310637, roll: 4.2291197e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.17129722, yaw: 0.47690418, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.16526684, yaw: 0.46484348, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.15715078, yaw: 0.4575129, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1429173, yaw: 0.4496984, roll: 4.1365533e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1300971, yaw: 0.4455179, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.11659515, yaw: 0.44335756, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.10030211, yaw: 0.4430861, roll: 2.0617414e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.086316526, yaw: 0.4464426, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.075817555, yaw: 0.451019, roll: -2.069598e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.06901226, yaw: 0.45468342, roll: 1.0366457e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.0649672, yaw: 0.45684075, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.06442558, yaw: 0.45819482, roll: -1.0384347e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.06442558, yaw: 0.4595955, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.06605291, yaw: 0.4617652, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.07080229, yaw: 0.46232396, roll: 2.081125e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.07806798, yaw: 0.4609267, roll: -2.079679e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.0843921, yaw: 0.4601362, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.088828005, yaw: 0.4601362, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0890881, yaw: 0.46013623, roll: 0
